recoId,eventId,rpId,RPId,direction,a,b
0,2,5,u,-0.000483185,4.91923
0,2,5,v,0.0003668,6.81209
0,2,21,u,-0.000414658,6.01698
0,2,21,v,-0.00135346,6.25026
0,2,25,u,-0.000648115,6.71191
0,2,25,v,-0.000655842,6.85437
0,2,104,u,-0.000471686,7.03884
0,2,104,v,-0.00200251,5.46762
0,2,120,u,-0.000328022,6.57265
0,2,120,v,-0.000192688,6.47599
0,2,124,u,-7.91662e-05,7.13132
0,2,124,v,-0.00125686,7.28953
0,3,4,u,0.000339179,5.37298
0,3,4,v,-0.00137227,7.46167
0,3,5,u,-0.00124707,4.25802
0,3,5,v,0.0003668,6.00799
0,3,20,u,0.000315343,6.58646
0,3,20,v,0.000428885,6.83177
0,3,21,u,0.000400157,5.27269
0,3,21,v,-0.00135346,5.51106
0,3,24,u,-0.000809728,7.33368
0,3,24,v,0.00092701,7.49019
0,3,25,u,-0.000648115,5.86711
0,3,25,v,0.000719158,6.03996
0,3,104,u,0.000139425,6.49074
0,3,104,v,0.000784762,4.99219
0,3,120,u,-0.000786356,6.01491
0,3,120,v,-3.99101e-05,5.9291
0,3,124,u,0.00144861,6.53491
0,3,124,v,-0.00125686,6.68233
0,4,5,u,-0.000941518,4.09538
0,4,5,v,-0.000244311,5.77839
0,4,21,u,-0.000414658,5.02698
0,4,21,v,0.000874382,5.35316
0,4,25,u,-0.000342559,5.56697
0,4,25,v,-4.47307e-05,5.91027
0,4,104,u,0.00105609,5.25443
0,4,104,v,0.000784762,4.39819
0,4,124,u,-0.000384722,5.36047
0,4,124,v,0.000270913,5.69695
0,5,4,u,0.000339179,6.49498
0,5,4,v,-0.00137227,8.84767
0,5,20,u,9.78778e-06,7.925
0,5,20,v,-0.00043879,8.07742
0,5,24,u,-0.000351395,8.84394
0,5,24,v,-0.000600767,8.8676
0,5,105,u,-0.000262426,8.66797
0,5,105,v,-1.04678e-05,6.49016
0,5,121,u,-5.02049e-05,7.94163
0,5,121,v,0.000878203,7.89156
0,5,125,u,-0.00025845,8.74356
0,5,125,v,-0.000460729,8.77103
0,6,4,u,0.000339179,4.25098
0,6,4,v,0.000766614,5.44375
0,6,20,u,-0.000295768,5.1028
0,6,20,v,0.000428885,4.98377
0,6,24,u,-0.000351395,5.54394
0,6,24,v,0.00092701,5.58939
0,6,105,u,0.000501463,5.56586
0,6,105,v,-1.04678e-05,4.44416
0,6,121,u,0.000475462,5.05513
0,6,121,v,0.000310519,5.31791
0,6,125,u,-0.00025845,5.70756
0,6,125,v,-0.000307951,5.75573
0,7,4,u,-0.0011886,5.34416
0,7,4,v,-0.000404682,6.73436
0,7,20,u,-0.000295768,6.4228
0,7,20,v,-0.00109889,6.10818
0,7,24,u,-0.00111528,7.05853
0,7,24,v,0.00092701,6.77739
0,7,105,u,0.000807018,7.37631
0,7,105,v,0.000295088,5.20112
0,7,121,u,-5.02049e-05,6.75363
0,7,121,v,-0.000496797,6.41715
0,7,125,u,-0.00025845,7.42356
0,7,125,v,-0.000307951,7.14173
0,8,5,u,-0.00124707,7.50302
0,8,5,v,6.12443e-05,9.85924
0,8,21,u,0.000763388,9.10486
0,8,21,v,0.000785429,9.05034
0,8,25,u,-0.000648115,10.024
0,8,25,v,-0.000655842,10.0224
0,8,104,u,0.0016672,9.19212
0,8,104,v,-0.000590238,7.05537
0,8,120,u,0.00150531,8.58419
0,8,120,v,-3.99101e-05,8.3711
0,8,124,u,0.00144861,9.37291
0,8,124,v,0.000270913,9.39295
0,9,5,u,-0.00124707,7.20712
0,9,5,v,0.0003668,9.18809
0,9,21,u,0.00121497,8.6864
0,9,21,v,0.000174318,8.41264
0,9,25,u,-0.000648115,9.56311
0,9,25,v,0.00148305,9.33765
0,9,104,u,0.000903314,9.32643
0,9,104,v,0.000479206,6.84993
0,9,120,u,-2.24667e-05,8.7186
0,9,120,v,-3.99101e-05,8.1731
0,9,124,u,-7.91662e-05,9.44132
0,9,124,v,0.000270913,9.21915
0,10,4,u,0.000339179,6.62698
0,10,4,v,0.00056291,8.44539
0,10,20,u,-0.000295768,7.9408
0,10,20,v,0.00073444,7.72372
0,10,24,u,-0.00111528,8.70853
0,10,24,v,-0.000600767,8.6036
0,10,105,u,-0.000262426,8.33797
0,10,105,v,-0.000468801,6.26801
0,10,121,u,0.000204425,7.64496
0,10,121,v,-0.000191241,7.6163
0,10,125,u,0.000505439,8.51905
0,10,125,v,-0.000307951,8.39573
0,11,5,u,0.000280704,4.85444
0,11,5,v,6.12443e-05,6.26334
0,11,21,u,-0.000414658,5.88498
0,11,21,v,-0.00135346,5.70906
0,11,25,u,-0.000648115,6.50071
0,11,25,v,-0.000655842,6.32637
0,11,104,u,0.00136165,5.57327
0,11,104,v,-0.00104857,3.96222
0,11,124,u,-0.000857063,5.62931
0,11,124,v,-0.00125686,5.42833
0,12,4,u,0.000644734,6.85593
0,12,4,v,0.0018979,8.04118
0,12,20,u,0.000315343,8.10721
0,12,20,v,0.000428885,7.29377
0,12,24,u,-0.000351395,8.84394
0,12,24,v,-0.000600767,8.1658
0,12,105,u,0.000501463,8.19266
0,12,105,v,0.000295088,5.53222
0,12,121,u,-5.02049e-05,7.54563
0,12,121,v,0.000114314,6.85965
0,12,125,u,-0.00025845,8.32336
0,12,125,v,0.00030316,7.62383
0,13,5,u,0.000280704,4.72244
0,13,5,v,-0.00329987,6.11322
0,13,21,u,9.46012e-05,5.71749
0,13,21,v,0.000874382,5.61716
0,13,25,u,0.000879663,6.26553
0,13,25,v,0.000719158,6.23796
0,13,104,u,0.000903314,7.34643
0,13,104,v,-0.000743016,5.57057
0,13,120,u,-2.24667e-05,6.8728
0,13,120,v,-0.000498243,6.59684
0,13,124,u,0.000684723,7.46011
0,13,124,v,-0.00125686,7.42153
0,14,5,u,-0.00124707,8.34782
0,14,5,v,0.0003668,11.354
0,14,21,u,-0.00102577,10.2066
0,14,21,v,0.000785429,10.4363
0,14,25,u,-0.000648115,11.2527
0,14,25,v,-0.000655842,11.5404
0,14,104,u,0.000139425,10.5167
0,14,104,v,0.000173651,8.37768
0,14,120,u,-2.24667e-05,9.7746
0,14,120,v,-0.000956577,9.84079
0,14,124,u,-0.000384722,10.7065
0,14,124,v,-0.00160641,11.0117
0,15,4,u,0.000339179,3.92098
0,15,4,v,0.00056291,5.40939
0,15,20,u,0.000315343,4.80721
0,15,20,v,0.00073444,4.95172
0,15,24,u,-4.5839e-05,5.35489
0,15,24,v,-0.000906323,5.42586
0,15,105,u,0.000501463,5.43386
0,15,105,v,-0.00107991,4.0314
0,15,121,u,0.000169907,4.93429
0,15,121,v,0.000310519,4.92191
0,15,125,u,-0.00025845,5.41936
0,15,125,v,-0.000307951,5.49173
0,16,5,u,-0.000483185,4.65523
0,16,5,v,6.12443e-05,6.88924
0,16,21,u,-0.000414658,5.81898
0,16,21,v,-0.0010479,6.4052
0,16,25,u,0.000115774,6.46232
0,16,25,v,-0.000655842,6.98637
0,16,104,u,0.000292203,6.50963
0,16,104,v,0.000479206,5.52993
0,16,120,u,-2.24667e-05,6.0126
0,16,120,v,-0.00212957,6.3701
0,16,124,u,0.00114306,6.61206
0,16,124,v,-0.00125686,7.14433
0,17,5,u,-0.000483185,5.11613
0,17,5,v,6.12443e-05,8.03214
0,17,21,u,0.000400157,6.52669
0,17,21,v,0.000785429,7.40034
0,17,25,u,-0.000342559,7.46007
0,17,25,v,-0.000655842,7.91037
0,17,105,u,-0.000262426,8.53707
0,17,105,v,-1.04678e-05,5.98306
0,17,121,u,0.000408128,7.82782
0,17,121,v,0.000114314,7.36345
0,17,125,u,-0.00199396,8.59501
0,17,125,v,-0.000307951,8.19773
0,18,5,u,-0.00124707,6.89582
0,18,5,v,6.12443e-05,10.1892
0,18,21,u,-0.000414658,8.59098
0,18,21,v,0.000785429,9.44634
0,18,22,u,-0.0255066,1.07659
0,18,22,v,-0.00952712,12.8279
0,18,23,u,-0.00282493,7.11113
0,18,23,v,0.000159678,3.18367
0,18,25,u,-0.00125923,9.40331
0,18,25,v,-0.000350286,10.5073
0,18,104,u,-0.000471686,9.09804
0,18,104,v,2.08729e-05,8.01378
0,18,120,u,-0.000633578,8.41091
0,18,120,v,0.000571201,9.2492
0,18,124,u,-0.000384722,9.33367
0,18,124,v,-3.46422e-05,10.2189
0,19,4,u,-0.0011886,4.22216
0,19,4,v,0.00056291,4.68339
0,19,20,u,0.00143571,4.93537
